hhid,pid,w1_hhgeo,w1_hhsizer,w1_hhincome,w1_a_best_age_yrs,w1_a_b2,w1_a_n1_1,w1_a_n2_1,w1_quest_typ,w1_best_race
113678,492108,2,4,300,,,,,2,1
113678,492109,2,4,300,,,,,2,1
113670,492110,2,3,1208.0381,,,,,2,1
113694,492111,2,5,2202.6665,,,,,2,1
113692,492112,2,5,1146.6667,,,,,2,1
113692,492113,2,5,1146.6667,,,,,2,1
113692,492114,2,5,1146.6667,,,,,2,1
113704,492122,2,5,155.33333,,,,,2,1
113704,492123,2,5,155.33333,,,,,2,1
113704,492124,2,5,155.33333,,,,,2,1
113704,492126,2,5,155.33333,,,,,2,1
113700,492127,2,5,2933.3333,,,,,2,1
113685,492129,2,6,532.65576,,,,,2,1
113687,492130,2,3,1410,,,,,2,1
113662,492133,2,7,2289.8259,,,,,2,1
113662,492134,2,7,2289.8259,,,,,2,1
113666,492135,2,8,2130,,,,,2,1
113666,492136,2,8,2130,,,,,2,1
113666,492137,2,8,2130,,,,,2,1
113666,492138,2,8,2130,,,,,2,1
113669,492139,2,4,1324.0846,,,,,2,1
113667,492140,2,4,1163.8191,,,,,2,1
113680,492141,2,4,1465.8489,,,,,2,1
113685,492142,2,6,532.65576,,,,,2,1
113694,492143,2,5,2202.6665,,,,,2,1
113668,492145,2,8,2140.3032,,,,,2,1
113668,492146,2,8,2140.3032,,,,,2,1
113668,492147,2,8,2140.3032,,,,,2,1
113668,492148,2,8,2140.3032,,,,,2,1
113668,492149,2,8,2140.3032,,,,,2,1
113666,492150,2,8,2130,,,,,2,1
113669,492151,2,4,1324.0846,,,,,2,1
113676,492152,2,3,550,,,,,2,1
113680,492153,2,4,1465.8489,,,,,2,1
113697,492154,2,4,1433.8788,,,,,2,1
113700,492155,2,5,2933.3333,,,,,2,1
113702,492157,2,5,2132.8525,,,,,2,1
113702,492158,2,5,2132.8525,,,,,2,1
113699,492160,2,4,1153.3334,,,,,2,1
113697,492162,2,4,1433.8788,,,,,2,1
113686,492163,2,4,1350,,,,,2,1
113686,492164,2,4,1350,,,,,2,2
113689,492165,2,5,1933.3334,,,,,2,1
113689,492166,2,5,1933.3334,,,,,2,1
113689,492167,2,5,1933.3334,,,,,2,1
113699,492168,2,4,1153.3334,,,,,2,1
109274,492172,3,4,17808.332,,,,,2,4
170939,492174,3,4,24666.668,,,,,2,4
109690,492175,3,4,15500,,,,,2,4
108108,492176,3,4,21000,,,,,2,4
109553,492178,3,7,13633.333,,,,,2,2
109581,492179,3,3,2144.687,,,,,2,2
105459,492181,3,5,2340,,,,,2,1
105457,492182,3,7,903,,,,,2,1
105457,492183,3,7,903,,,,,2,1
105457,492184,3,7,903,,,,,2,1
105457,492185,3,7,903,,,,,2,1
121523,492187,3,4,2263.0339,,,,,2,1
121523,492188,3,4,2263.0339,,,,,2,1
105418,492189,3,6,3100,,,,,2,1
105458,492190,3,4,1210,,,,,2,1
105418,492191,3,6,3100,,,,,2,1
112746,492199,1,6,5680.1934,,,,,2,1
105393,492200,2,8,3538.1484,,,,,2,1
113428,492201,1,3,2118.9714,,,,,2,1
113973,492202,1,2,787.7912,,,,,2,1
113955,492203,1,3,180,,,,,2,1
105387,492204,2,8,4677.3564,,,,,2,1
113725,492327,2,3,466.883,,,,,2,1
113717,492350,2,8,9007,,,,,2,1
114234,492352,2,7,570,,,,,2,1
113717,492355,2,8,9007,,,,,2,1
105393,492358,2,8,3538.1484,,,,,2,1
112745,492361,1,4,1377.1588,,,,,2,1
112745,492362,1,4,1377.1588,,,,,2,1
113932,492363,2,5,804.3064,,,,,2,1
113720,492364,2,9,5135.6138,,,,,2,1
114234,492365,2,7,570,,,,,2,1
130192,492366,2,9,2177.1724,,,,,2,1
130192,492367,2,9,2177.1724,,,,,2,1
130192,492368,2,9,2177.1724,,,,,2,1
130192,492369,2,9,2177.1724,,,,,2,1
105249,492374,2,3,560.23767,,,,,2,1
113939,492380,2,3,477.23276,,,,,2,1
113720,492387,2,9,5135.6138,,,,,2,1
113720,492388,2,9,5135.6138,,,,,2,1
130192,492389,2,9,2177.1724,,,,,2,1
113717,492391,2,8,9007,,,,,2,1
113717,492392,2,8,9007,,,,,2,1
113717,492393,2,8,9007,,,,,2,1
105363,492394,2,3,1240,,,,,2,1
113434,492395,1,2,945.23853,,,,,2,1
105391,492396,2,3,507.19565,,,,,2,1
105410,492397,2,3,447.2923,,,,,2,1
105410,492398,2,3,447.2923,,,,,2,1
105355,492400,2,2,910.44165,,,,,2,1
105372,492401,2,4,720,,,,,2,1
105372,492402,2,4,720,,,,,2,1
105352,492403,2,6,5400,,,,,2,1
105352,492404,2,6,5400,,,,,2,1
105352,492405,2,6,5400,,,,,2,1
105352,492406,2,6,5400,,,,,2,1
113725,492407,2,3,466.883,,,,,2,1
113719,492408,2,7,2413.9624,,,,,2,1
113719,492409,2,7,2413.9624,,,,,2,1
113719,492410,2,7,2413.9624,,,,,2,1
105442,492411,3,9,1060,,,,,2,1
105442,492412,3,9,1060,,,,,2,1
105416,492413,3,5,5942.3081,,,,,2,1
105451,492414,3,14,5780,,,,,2,2
105416,492415,3,5,5942.3081,,,,,2,1
121529,492417,3,5,1960,,,,,2,1
105420,492418,3,6,4627.8135,,,,,2,1
105420,492419,3,6,4627.8135,,,,,2,1
105413,492420,3,3,2166.6665,,,,,2,1
105427,492421,3,4,2342.853,,,,,2,1
105427,492422,3,4,2342.853,,,,,2,1
105421,492423,3,5,5620,,,,,2,1
105417,492425,3,4,1460,,,,,2,1
105417,492426,3,4,1460,,,,,2,1
105417,492427,3,4,1460,,,,,2,1
105423,492431,3,5,3560,,,,,2,1
105442,492432,3,9,1060,,,,,2,1
121526,492446,3,2,1400,,,,,2,1
105443,492463,3,9,3170,,,,,2,1
121649,492465,4,3,460,,,,,2,1
105446,492466,3,8,7330.1538,,,,,2,1
105446,492467,3,8,7330.1538,,,,,2,1
105446,492468,3,8,7330.1538,,,,,2,1
105442,492470,3,9,1060,,,,,2,1
121627,492475,4,3,1864.6941,,,,,2,1
121522,492476,3,3,1710.142,,,,,2,1
105453,492477,3,9,3410,,,,,2,1
105453,492478,3,9,3410,,,,,2,1
105453,492479,3,9,3410,,,,,2,1
105457,492480,3,7,903,,,,,2,1
105461,492482,3,5,2700.2949,,,,,2,1
105450,492483,3,7,7506.667,,,,,2,1
105461,492484,3,5,2700.2949,,,,,2,1
121633,492489,4,2,2633.7532,,,,,2,1
105212,492491,3,7,6633.5562,,,,,2,1
105228,492492,3,2,1910,,,,,2,1
105230,492493,3,4,9058.5156,,,,,2,1
105212,492494,3,7,6633.5562,,,,,2,1
105214,492495,3,3,6583.3335,,,,,2,1
105227,492496,3,8,10006.144,,,,,2,1
105441,492497,3,12,3257.8552,,,,,2,1
105213,492498,3,4,13083.868,,,,,2,1
105213,492499,3,4,13083.868,,,,,2,1
105232,492500,3,3,8330.3252,,,,,2,1
105210,492501,3,4,10079.009,,,,,2,1
105420,492502,3,6,4627.8135,,,,,2,1
105451,492503,3,14,5780,,,,,2,1
105443,492504,3,9,3170,,,,,2,1
105443,492505,3,9,3170,,,,,2,1
105443,492506,3,9,3170,,,,,2,1
105470,492507,3,4,1810.2229,,,,,2,1
121628,492508,4,3,2338.8489,,,,,2,1
105440,492509,3,3,1300,,,,,2,1
105224,492512,3,3,4116,,,,,2,1
105212,492513,3,7,6633.5562,,,,,2,1
121636,492524,4,6,2400,,,,,2,1
121636,492525,4,6,2400,,,,,2,1
121636,492526,4,6,2400,,,,,2,1
121636,492527,4,6,2400,,,,,2,1
113878,492531,1,4,1805.0704,,,,,2,1
113887,492532,1,5,1915.2513,,,,,2,1
113876,492533,1,7,2364.6724,,,,,2,1
113889,492534,1,4,2130.0981,,,,,2,1
113876,492535,1,7,2364.6724,,,,,2,1
113863,492536,1,4,1796.6277,,,,,2,1
112735,492537,1,4,850.69098,,,,,2,1
112730,492538,1,4,5710,,,,,2,1
113828,492545,3,13,4835.5366,,,,,2,1
113828,492547,3,13,4835.5366,,,,,2,1
113849,492548,3,4,4040,,,,,2,1
113828,492549,3,13,4835.5366,,,,,2,1
102282,492550,3,4,6452.3491,,,,,2,1
113812,492551,3,4,1350.9323,,,,,2,1
113858,492552,3,4,3287.228,,,,,2,1
113879,492553,1,6,1120,,,,,2,1
113884,492555,1,3,940,,,,,2,1
113870,492556,1,6,1240,,,,,2,1
113886,492557,1,12,5844.98,,,,,2,1
113860,492558,1,7,89981.234,,,,,2,1
113860,492559,1,7,89981.234,,,,,2,1
113870,492560,1,6,1240,,,,,2,1
113879,492561,1,6,1120,,,,,2,1
113828,492563,3,13,4835.5366,,,,,2,1
113889,492564,1,4,2130.0981,,,,,2,1
113891,492565,1,3,2407.8428,,,,,2,1
113874,492566,1,3,1240,,,,,2,1
113856,492568,3,7,3268.834,,,,,2,1
113858,492569,3,4,3287.228,,,,,2,1
113856,492570,3,7,3268.834,,,,,2,1
113870,492571,1,6,1240,,,,,2,1
113872,492572,1,2,339.71075,,,,,2,1
113876,492573,1,7,2364.6724,,,,,2,1
113886,492574,1,12,5844.98,,,,,2,1
113870,492575,1,6,1240,,,,,2,1
113886,492576,1,12,5844.98,,,,,2,1
113886,492577,1,12,5844.98,,,,,2,1
113868,492578,1,4,2600,,,,,2,1
112733,492579,1,3,4543.3701,,,,,2,1
113869,492580,1,6,591.26532,,,,,2,1
113869,492581,1,6,591.26532,,,,,2,1
113868,492583,1,4,2600,,,,,2,1
113868,492584,1,4,2600,,,,,2,1
113856,492585,3,7,3268.834,,,,,2,1
113887,492586,1,5,1915.2513,,,,,2,1
113887,492587,1,5,1915.2513,,,,,2,1
113901,492588,1,6,2600,,,,,2,1
113866,492591,1,4,2588.0234,,,,,2,1
113899,492592,1,3,1400,,,,,2,1
113861,492593,1,8,3085.5039,,,,,2,1
113861,492594,1,8,3085.5039,,,,,2,1
113861,492595,1,8,3085.5039,,,,,2,1
113861,492596,1,8,3085.5039,,,,,2,1
113864,492598,1,6,1980,,,,,2,1
113864,492599,1,6,1980,,,,,2,1
113864,492600,1,6,1980,,,,,2,1
113899,492601,1,3,1400,,,,,2,1
113869,492603,1,6,591.26532,,,,,2,1
113905,492604,1,6,1965.3801,,,,,2,1
113905,492605,1,6,1965.3801,,,,,2,1
113905,492606,1,6,1965.3801,,,,,2,1
113828,492607,3,13,4835.5366,,,,,2,1
113881,492608,1,7,771.03247,,,,,2,1
113884,492610,1,3,940,,,,,2,1
121650,492611,2,5,1773.6842,,,,,2,1
121653,492612,2,5,420,,,,,2,1
121653,492613,2,5,420,,,,,2,1
121653,492614,2,5,420,,,,,2,1
121664,492615,2,3,5782.3218,,,,,2,1
121687,492616,2,5,1258.3334,,,,,2,1
121684,492617,2,7,2849.9595,,,,,2,1
121684,492618,2,7,2849.9595,,,,,2,1
121684,492619,2,7,2849.9595,,,,,2,1
121681,492620,2,6,3154.1421,,,,,2,1
121697,492621,2,6,3165.54,,,,,2,1
121658,492622,2,4,2212.5625,,,,,2,1
121669,492623,2,6,2667.3564,,,,,2,1
121669,492624,2,6,2667.3564,,,,,2,1
121758,492625,2,8,2497.0366,,,,,2,1
121758,492626,2,8,2497.0366,,,,,2,1
121758,492627,2,8,2497.0366,,,,,2,1
121672,492628,2,8,1414.236,,,,,2,1
121672,492629,2,8,1414.236,,,,,2,1
121697,492630,2,6,3165.54,,,,,2,1
121681,492631,2,6,3154.1421,,,,,2,1
104886,492635,2,5,2240,,,,,2,1
105395,492636,2,5,2445.1135,,,,,2,1
113445,492640,2,15,2427.8032,,,,,2,1
113445,492641,2,15,2427.8032,,,,,2,1
105393,492642,2,8,3538.1484,,,,,2,1
170382,492644,1,5,1753.5909,,,,,2,1
113445,492645,2,15,2427.8032,,,,,2,1
113445,492646,2,15,2427.8032,,,,,2,1
113445,492648,2,15,2427.8032,,,,,2,1
112908,492653,1,4,1898.3123,,,,,2,1
107852,492656,1,6,1391.2627,,,,,2,1
105154,492661,2,16,869.62781,,,,,2,1
107717,492662,1,9,2368,,,,,2,1
105082,492665,2,6,1250,,,,,2,1
105148,492666,2,6,1510,,,,,2,1
105148,492667,2,6,1510,,,,,2,1
105144,492668,2,3,360,,,,,2,1
107852,492677,1,6,1391.2627,,,,,2,1
107852,492678,1,6,1391.2627,,,,,2,1
105233,492679,1,7,1929.8212,,,,,2,1
112899,492680,1,14,9090,,,,,2,1
111394,492682,2,3,1413.6344,,,,,2,1
101441,492683,2,12,5189.4043,,,,,2,1
107827,492684,2,8,2857.824,,,,,2,1
102691,492685,2,2,2140,,,,,2,1
105082,492690,2,6,1250,,,,,2,1
105423,492691,3,5,3560,,,,,2,1
105423,492692,3,5,3560,,,,,2,1
105466,492693,3,4,575.37549,,,,,2,1
105466,492694,3,4,575.37549,,,,,2,1
105449,492696,3,5,2668.1089,,,,,2,1
105467,492698,3,6,1300,,,,,2,1
105467,492699,3,6,1300,,,,,2,1
105451,492701,3,14,5780,,,,,2,1
105451,492702,3,14,5780,,,,,2,2
105451,492703,3,14,5780,,,,,2,2
105451,492704,3,14,5780,,,,,2,2
105455,492705,3,7,1920,,,,,2,1
105450,492706,3,7,7506.667,,,,,2,1
105441,492707,3,12,3257.8552,,,,,2,1
105441,492708,3,12,3257.8552,,,,,2,1
105441,492709,3,12,3257.8552,,,,,2,1
105441,492710,3,12,3257.8552,,,,,2,1
105460,492715,3,4,480.97491,,,,,2,1
105460,492716,3,4,480.97491,,,,,2,1
105455,492717,3,7,1920,,,,,2,1
105455,492719,3,7,1920,,,,,2,1
121577,492721,2,6,1666.3173,,,,,2,1
121678,492722,2,5,3231.9548,,,,,2,1
121656,492723,2,5,4063.8474,,,,,2,1
121656,492724,2,5,4063.8474,,,,,2,1
121662,492725,2,5,1939.5039,,,,,2,1
121662,492726,2,5,1939.5039,,,,,2,1
105348,492727,2,3,1174.1807,,,,,2,1
121672,492728,2,8,1414.236,,,,,2,1
121663,492729,2,3,2175.573,,,,,2,1
121650,492730,2,5,1773.6842,,,,,2,1
105023,492736,1,5,1547.4893,,,,,2,1
108520,492742,3,10,2680,,,,,2,2
108642,492747,1,4,1600,,,,,2,2
108600,492750,3,6,8604.5352,,,,,2,2
108884,492757,4,9,3160.7219,,,,,2,2
108884,492758,4,9,3160.7219,,,,,2,2
108884,492759,4,9,3160.7219,,,,,2,2
108884,492761,4,9,3160.7219,,,,,2,2
108884,492762,4,9,3160.7219,,,,,2,2
108881,492763,4,7,2970,,,,,2,1
108881,492764,4,7,2970,,,,,2,1
108881,492765,4,7,2970,,,,,2,1
108633,492766,1,3,1744.6976,,,,,2,1
108790,492767,1,3,1980,,,,,2,1
112640,492773,3,3,4210,,,,,2,1
101855,492774,3,4,1400,,,,,2,1
101802,492775,3,4,3055.8945,,,,,2,1
101954,492776,3,6,3012.6987,,,,,2,1
101846,492777,3,3,12338.406,,,,,2,1
101950,492778,3,7,2735.5688,,,,,2,1
101950,492779,3,7,2735.5688,,,,,2,1
108854,492781,3,6,3700,,,,,2,1
101953,492782,3,5,5216.6665,,,,,2,1
108636,492785,1,4,1905.2919,,,,,2,2
108636,492786,1,4,1905.2919,,,,,2,2
108705,492787,1,7,1784.2311,,,,,2,2
108705,492788,1,7,1784.2311,,,,,2,2
108705,492789,1,7,1784.2311,,,,,2,2
108705,492790,1,7,1784.2311,,,,,2,2
108642,492794,1,4,1600,,,,,2,1
105023,492795,1,5,1547.4893,,,,,2,1
108843,492797,3,3,17333.076,,,,,2,1
108678,492799,4,7,1608.6581,,,,,2,2
108678,492800,4,7,1608.6581,,,,,2,2
108640,492801,1,6,2140,,,,,2,2
108678,492802,4,7,1608.6581,,,,,2,2
108879,492808,4,5,1866.8226,,,,,2,2
108964,492809,3,4,49443.531,,,,,2,2
108847,492810,4,5,4009.3748,,,,,2,2
108864,492811,3,4,2042.3838,,,,,2,1
101221,499999,4,13,4071.825,,,,,2,1
121750,501011,3,5,30500,,,,,3,3
121742,501013,3,3,4880,,,,,3,3
107706,501020,3,6,1200,,,,,3,1
113938,501027,2,3,1197.6448,,,,,3,1
103366,501028,1,4,2036.1147,,,,,3,1
105357,501029,2,3,5000,,,,,3,1
114234,501032,2,7,570,,,,,3,1
107706,501047,3,6,1200,,,,,3,1
175069,501092,3,6,8544.9512,,,,,3,1
175064,501093,3,4,43500,,,,,3,1
112595,501094,3,5,31000,,,,,3,2
109495,501096,1,4,3000,,,,,3,1
109173,501097,1,5,5907.3438,,,,,3,3
109175,501098,1,5,1733.7017,,,,,3,3
103036,501101,3,3,15794.443,,,,,3,4
103059,501102,3,4,3887.6909,,,,,3,4
103021,501103,3,2,2870,,,,,3,4
103006,501104,3,4,14267,,,,,3,4
101659,501112,3,5,2720,,,,,3,2
101657,501113,3,4,9350,,,,,3,1
101660,501114,3,5,5178.333,,,,,3,1
101707,501115,3,11,4086.6667,,,,,3,1
103156,501116,3,5,2538.1433,,,,,3,2
108546,501118,1,3,22759.254,,,,,3,4
102672,501119,3,5,4700,,,,,3,1
102244,501120,3,5,7611.6665,,,,,3,4
103360,501123,3,8,10916.367,,,,,3,1
103358,501124,3,6,2588.3848,,,,,3,1
101509,501136,1,5,4550,,,,,3,1
103499,501137,1,7,4191.667,,,,,3,1
102628,501138,2,7,4902.3965,,,,,3,1
101518,501139,2,3,1010.5331,,,,,3,1
101512,501140,2,8,2050,,,,,3,1
102539,501142,3,3,3038,,,,,3,1
102566,501144,3,4,2600,,,,,3,1
101580,501152,3,5,27151.602,,,,,3,4
170114,501155,3,2,3381.2939,,,,,3,4
170440,501156,3,2,23000,,,,,3,2
103413,501158,3,2,1530,,,,,3,1
103410,501159,3,6,4991.3193,,,,,3,1
103393,501160,3,2,1070,,,,,3,1
103404,501161,3,9,1816.3185,,,,,3,1
103079,501164,3,8,10577.717,,,,,3,1
103340,501165,3,5,8023.2202,,,,,3,1
102500,501170,3,2,4600,,,,,3,2
121759,501171,4,3,82.331139,,,,,3,1
109163,501175,1,4,4234.7173,,,,,3,3
109163,501176,1,4,4234.7173,,,,,3,3
109176,501178,1,3,5759.4009,,,,,3,3
109499,501179,1,2,5803.7568,,,,,3,1
103340,501184,3,5,8023.2202,,,,,3,1
103390,501185,3,9,5002.0557,,,,,3,1
102670,501187,3,4,2146.2256,,,,,3,1
103165,501197,3,3,997.58307,,,,,3,2
103178,501198,3,6,25328.9,,,,,3,2
103178,501199,3,6,25328.9,,,,,3,2
102667,501202,3,5,684.68396,,,,,3,1
112409,501216,2,4,1498.4302,,,,,3,1
103483,501219,1,4,6087.3555,,,,,3,1
103483,501220,1,4,6087.3555,,,,,3,1
112735,501222,1,4,850.69098,,,,,3,1
113901,501223,1,6,2600,,,,,3,1
113902,501227,1,2,2243.9287,,,,,3,1
105160,501241,3,3,4080,,,,,3,1
113496,501252,2,9,1408.3943,,,,,3,1
105160,501256,3,3,4080,,,,,3,1
107584,501258,3,5,1223.7651,,,,,3,1
113783,501259,3,4,17231.217,,,,,3,3
113628,501261,3,8,47277.43,,,,,3,1
102701,501289,2,9,2746.26,,,,,3,1
107786,501290,1,6,1599.1388,,,,,3,1
113194,501291,2,13,3877.5002,,,,,3,1
112496,501292,2,5,2310,,,,,3,1
107739,501293,3,4,10400,,,,,3,1
107743,501294,3,3,4678.7773,,,,,3,1
113941,501298,3,3,21466.666,,,,,3,4
113940,501300,3,3,28500,,,,,3,1
111237,501301,3,7,3450.426,,,,,3,1
101795,501302,4,3,1239.6133,,,,,3,1
102740,501304,4,4,6426.1646,,,,,3,1
105233,501307,1,7,1929.8212,,,,,3,1
102671,501308,3,5,12281.984,,,,,3,1
102671,501311,3,5,12281.984,,,,,3,1
102672,501312,3,5,4700,,,,,3,1
103137,501319,3,4,3405.0024,,,,,3,1
103141,501321,3,4,3600,,,,,3,1
102064,501324,2,5,11515.833,,,,,3,1
102042,501325,2,11,16850,,,,,3,1
102059,501326,2,6,3110,,,,,3,1
102042,501329,2,11,16850,,,,,3,1
102043,501330,2,3,1300,,,,,3,1
101837,501336,3,6,1078.6064,,,,,3,1
102055,501337,2,10,3837.1733,,,,,3,1
102823,501340,3,5,4615.48,,,,,3,1
102339,501341,1,2,1348,,,,,3,1
102818,501342,3,6,8641.833,,,,,3,1
102858,501344,3,3,34250,,,,,3,1
102817,501351,3,6,1789.0654,,,,,3,1
113852,501354,3,10,5285.5625,,,,,3,1
102303,501355,4,7,2019.7959,,,,,3,1
102324,501367,3,3,4583.5293,,,,,3,1
111274,501368,3,2,1805.3326,,,,,3,1
111285,501369,3,7,3375.6345,,,,,3,1
102338,501370,3,4,2991.4619,,,,,3,1
102327,501371,3,3,1754.4781,,,,,3,1
102327,501372,3,3,1754.4781,,,,,3,1
102325,501375,3,3,14275.931,,,,,3,1
102807,501376,3,3,2190.0364,,,,,3,1
107148,501378,3,9,5411.6484,,,,,3,1
102760,501380,3,11,2620,,,,,3,1
103369,501383,3,4,7000,,,,,3,1
112156,501386,4,13,3378.9719,,,,,3,1
107125,501389,3,4,7850,,,,,3,1
111305,501390,3,6,2205.7739,,,,,3,1
111305,501391,3,6,2205.7739,,,,,3,1
107136,501392,3,4,10626.301,,,,,3,1
112169,501393,4,5,1373.0946,,,,,3,1
112549,501394,3,5,1007.1874,,,,,3,1
102769,501396,3,5,1885.979,,,,,3,1
102771,501397,3,13,4410,,,,,3,1
102628,501404,2,7,4902.3965,,,,,3,1
102010,501405,2,9,4292.707,,,,,3,1
112019,501406,3,6,1429.1028,,,,,3,1
112019,501407,3,6,1429.1028,,,,,3,1
102634,501411,2,2,1795.4641,,,,,3,1
102634,501412,2,2,1795.4641,,,,,3,1
101650,501413,2,7,4219.6797,,,,,3,1
101650,501414,2,7,4219.6797,,,,,3,1
102961,501425,3,6,4741.7915,,,,,3,1
107596,501431,3,5,2490,,,,,3,1
103126,501432,3,4,14556.044,,,,,3,1
113716,501451,2,3,3978.9958,,,,,3,1
114234,501452,2,7,570,,,,,3,1
107191,501454,1,2,6770,,,,,3,1
107196,501455,1,7,1200.3334,,,,,3,1
107678,501456,1,3,3586.2917,,,,,3,1
107188,501457,1,8,9750.667,,,,,3,1
103398,501459,3,7,7081.1982,,,,,3,1
103398,501460,3,7,7081.1982,,,,,3,1
112777,501461,2,5,1140,,,,,3,1
112471,501462,1,7,5595.5483,,,,,3,1
111433,501463,2,7,11630.375,,,,,3,1
111433,501464,2,7,11630.375,,,,,3,1
113016,501465,2,2,1809.5415,,,,,3,1
102161,501467,3,5,3954.4946,,,,,3,1
101871,501479,1,2,5686.3838,,,,,3,1
111446,501480,2,5,721.99219,,,,,3,1
101905,501482,2,5,6120,,,,,3,1
107164,501483,2,8,1590.8301,,,,,3,1
121559,501484,3,5,5500,,,,,3,1
105210,501485,3,4,10079.009,,,,,3,1
105227,501488,3,8,10006.144,,,,,3,1
105215,501491,3,5,84200,,,,,3,1
113932,501492,2,5,804.3064,,,,,3,1
102728,501501,3,6,1970,,,,,3,1
112401,501506,2,9,1848.8739,,,,,3,1
111241,501507,3,4,3637.5552,,,,,3,1
111253,501508,4,7,3905.3706,,,,,3,1
111258,501510,4,11,4684.0439,,,,,3,1
111258,501511,4,11,4684.0439,,,,,3,1
102883,501516,2,9,1908.3334,,,,,3,1
102885,501519,2,5,7003.9902,,,,,3,1
101754,501521,3,6,2540,,,,,3,1
113941,501523,3,3,21466.666,,,,,3,4
102727,501524,3,6,1320,,,,,3,1
113881,501527,1,7,771.03247,,,,,3,1
113864,501528,1,6,1980,,,,,3,1
113896,501529,1,5,2642.1133,,,,,3,1
113822,501533,3,6,4026.0171,,,,,3,1
101677,501548,3,3,4000,,,,,3,1
103185,501553,4,4,6242.9805,,,,,3,1
103193,501554,4,2,462.28992,,,,,3,1
112568,501555,3,6,13571.232,,,,,3,1
112569,501560,3,3,1187.3333,,,,,3,1
112544,501561,3,5,2201.2002,,,,,3,1
112147,501563,4,3,3301.0747,,,,,3,1
112166,501565,4,4,10163.227,,,,,3,1
103205,501566,4,3,520,,,,,3,1
101695,501567,3,6,1591.7882,,,,,3,1
104480,501568,2,9,4473.8301,,,,,3,1
104480,501569,2,9,4473.8301,,,,,3,1
104482,501570,2,9,2743.3274,,,,,3,1
104482,501571,2,9,2743.3274,,,,,3,1
104487,501572,2,3,555.60449,,,,,3,1
104039,501573,2,7,3105.7915,,,,,3,1
104310,501574,3,7,5026.6738,,,,,3,1
104311,501575,3,7,1400,,,,,3,1
104046,501576,2,9,2256.4797,,,,,3,1
104066,501577,2,8,1358.1221,,,,,3,1
104104,501578,2,4,8220.333,,,,,3,1
104114,501579,2,11,3717.9587,,,,,3,1
104132,501580,2,5,2733.5376,,,,,3,1
104189,501581,2,3,1778.5204,,,,,3,1
104117,501582,2,8,887.48273,,,,,3,1
103693,501584,2,10,11221.695,,,,,3,1
103706,501585,2,5,3943.8801,,,,,3,1
110348,501589,2,4,594.98376,,,,,3,1
104232,501590,2,5,2800.0574,,,,,3,1
104237,501591,2,8,4066.3835,,,,,3,1
104245,501593,2,9,4613.8521,,,,,3,1
104306,501594,3,8,9237.916,,,,,3,1
106688,501595,2,4,4328.3335,,,,,3,1
104308,501597,3,10,1670,,,,,3,1
103644,501601,3,4,19536.334,,,,,3,4
103644,501603,3,4,19536.334,,,,,3,4
103644,501604,3,4,19536.334,,,,,3,4
110984,501606,2,7,860,,,,,3,1
110984,501607,2,7,860,,,,,3,1
110974,501609,2,7,1786.6666,,,,,3,1
110975,501610,2,5,1404.5031,,,,,3,1
104308,501612,3,10,1670,,,,,3,1
103750,501616,2,6,2322,,,,,3,1
103750,501617,2,6,2322,,,,,3,1
106909,501618,2,7,1671.3022,,,,,3,1
104269,501620,3,2,850,,,,,3,1
104267,501621,3,2,1110.2363,,,,,3,1
104265,501622,3,2,3606.7661,,,,,3,1
104263,501623,3,2,1360.9751,,,,,3,1
104272,501624,3,3,2957.8564,,,,,3,1
103507,501625,1,2,2042.365,,,,,3,1
103517,501626,1,2,920.71429,,,,,3,1
103528,501627,1,2,5615,,,,,3,1
106713,501628,2,10,2878.9197,,,,,3,1
104310,501629,3,7,5026.6738,,,,,3,1
110351,501632,2,7,1723.5034,,,,,3,1
110354,501633,1,10,2283.9165,,,,,3,1
106990,501634,2,6,1474.6133,,,,,3,1
103975,501635,2,3,991.63037,,,,,3,1
103998,501636,2,8,5596.3438,,,,,3,1
103998,501637,2,8,5596.3438,,,,,3,1
104056,501638,2,3,279.92499,,,,,3,1
104148,501639,2,5,1546.5048,,,,,3,1
103998,501640,2,8,5596.3438,,,,,3,1
104360,501642,2,23,4523.8857,,,,,3,1
110348,501647,2,4,594.98376,,,,,3,1
104281,501648,2,10,33223.547,,,,,3,1
106691,501651,2,11,2892.9429,,,,,3,1
104393,501653,2,9,5069.1489,,,,,3,1
110926,501655,2,9,1657.4592,,,,,3,1
104282,501657,2,9,6609.4419,,,,,3,1
101097,501658,2,3,986.94354,,,,,3,1
104396,501659,2,6,1307.9116,,,,,3,1
103512,501660,2,15,3892.9739,,,,,3,1
106711,501661,2,3,979.17664,,,,,3,1
104305,501664,2,2,11995.477,,,,,3,1
104302,501665,2,8,1035.9209,,,,,3,1
106735,501666,1,5,2040,,,,,3,1
104395,501667,2,15,31681.934,,,,,3,1
104360,501668,2,23,4523.8857,,,,,3,1
104370,501669,2,4,2486.4866,,,,,3,1
104365,501672,2,11,1585.4558,,,,,3,1
110478,501673,2,3,1236.9912,,,,,3,1
106619,501675,2,5,2726.5308,,,,,3,1
110941,501677,2,5,1741.6794,,,,,3,1
170720,501678,2,5,2572.5168,,,,,3,1
110937,501679,2,13,3832.7461,,,,,3,1
110922,501681,2,5,2120,,,,,3,1
110940,501683,2,4,1838.4807,,,,,3,1
110922,501684,2,5,2120,,,,,3,1
110926,501685,2,9,1657.4592,,,,,3,1
